Bolge,pusula_sirasi,sandikno,parti_adi_kisa,isim,soyisim,ilce,toplam_aldigi_oy_sayisi,toplam_aldigi_karma_oy_sayisi,toplam_aldigi_tercih_sayisi,toplam,Name
Magusa,2,137,BY,Mustafa,Erk,LEFKOŞA,0,0,0,0,Magusa
Magusa,3,137,BY,Cemre,İpçiler,LEFKOŞA,0,0,0,0,Magusa
Magusa,4,137,BY,Münür,Rahvancıoğlu,LEFKOŞA,0,0,0,0,Magusa
Magusa,5,137,BY,Özlem,Deligöz,LEFKOŞA,0,0,0,0,Magusa
Magusa,6,137,BY,Ahmet,Karakaşlı,LEFKOŞA,0,0,0,0,Magusa
Magusa,7,137,BY,Nazen,Şansal,LEFKOŞA,0,0,0,0,Magusa
Magusa,8,137,BY,Gazi,Gök,LEFKOŞA,0,0,0,0,Magusa
Magusa,9,137,BY,Fatma,Sezikli,LEFKOŞA,0,0,0,0,Magusa
Magusa,10,137,BY,Tahsin,Oygar,LEFKOŞA,0,0,0,0,Magusa
Magusa,11,137,BY,Sunalp,Asena,LEFKOŞA,0,0,0,0,Magusa
Magusa,12,137,BY,Aziz,Güven,LEFKOŞA,0,0,0,0,Magusa
Magusa,13,137,BY,Behiç,Anibal,LEFKOŞA,0,0,0,0,Magusa
Magusa,14,137,BY,Mustafa Bülent,Çakır,LEFKOŞA,0,0,0,0,Magusa
Magusa,15,137,BY,Evren,Cem,LEFKOŞA,0,0,0,0,Magusa
Magusa,16,137,BY,Mustafa,Keleşzade,LEFKOŞA,0,0,0,0,Magusa
Magusa,1,137,BY,Sabahat,Aydıç,GAZİMAĞUSA,0,0,0,0,Magusa
Magusa,2,137,BY,Yusuf Bülent,Yüksel,GAZİMAĞUSA,0,0,0,0,Magusa
Magusa,3,137,BY,Sevgül,Uzkan,GAZİMAĞUSA,0,0,0,0,Magusa
Magusa,4,137,BY,Hüseyin,Akçengel,GAZİMAĞUSA,0,0,0,0,Magusa
Magusa,5,137,BY,Melisa,Koloz,GAZİMAĞUSA,0,0,0,0,Magusa
Magusa,6,137,BY,Ahmet,Güvenler,GAZİMAĞUSA,0,0,0,0,Magusa
Magusa,7,137,BY,Serap,Kedi,GAZİMAĞUSA,0,0,0,0,Magusa
Magusa,8,137,BY,Hilmi,Buruk,GAZİMAĞUSA,0,0,0,0,Magusa
Magusa,9,137,BY,Umut,Ersoy,GAZİMAĞUSA,0,0,0,0,Magusa
Magusa,10,137,BY,Hasan Çağın,Tezbaşar,GAZİMAĞUSA,0,0,0,0,Magusa
Magusa,11,137,BY,Cenk,Tuncay,GAZİMAĞUSA,0,0,0,0,Magusa
Magusa,12,137,BY,Arif,Bayraktar,GAZİMAĞUSA,0,0,0,0,Magusa
Magusa,13,137,BY,Tağmaç,Özberk,GAZİMAĞUSA,0,0,0,0,Magusa
Magusa,1,137,BY,Zimzer,Sertel,GİRNE,0,0,0,0,Magusa
Magusa,2,137,BY,İbrahim,Bulut,GİRNE,0,0,0,0,Magusa
Magusa,3,137,BY,Ayla,Aydoğan Gökay,GİRNE,0,0,0,0,Magusa
Magusa,4,137,BY,Yusuf Özgü,Sertel,GİRNE,0,0,0,0,Magusa
Magusa,5,137,BY,Haydar,Dolmacı,GİRNE,0,0,0,0,Magusa
Magusa,6,137,BY,Güngör,Acar,GİRNE,0,0,0,0,Magusa
Magusa,7,137,BY,Enver Timur,Gürzap,GİRNE,0,0,0,0,Magusa
Magusa,8,137,BY,Halil İbrahim,Keleşzade,GİRNE,0,0,0,0,Magusa
Magusa,9,137,BY,Gülertan,Aşık,GİRNE,0,0,0,0,Magusa
Magusa,10,137,BY,Salih,Hayaloğlu,GİRNE,0,0,0,0,Magusa
Magusa,11,137,BY,Mustafa,Batak,GİRNE,0,0,0,0,Magusa
Magusa,1,137,BY,Nil,Çukurovalı Özkızan,GÜZELYURT,0,0,0,0,Magusa
Magusa,2,137,BY,Neriman,Çukurovalı,GÜZELYURT,0,0,0,0,Magusa
Magusa,3,137,BY,Meryem,Nazlı,GÜZELYURT,0,0,0,0,Magusa
Magusa,1,137,BY,Zekiye,Şentürkler,İSKELE,0,0,0,0,Magusa
Magusa,2,137,BY,Hakan,Tanıttıran,İSKELE,0,0,0,0,Magusa
Magusa,3,137,BY,Nermin,Sontaş,İSKELE,0,0,0,0,Magusa
Magusa,4,137,BY,Memet,Kılıç,İSKELE,0,0,0,0,Magusa
Magusa,5,137,BY,Bülent,Kurt,İSKELE,0,0,0,0,Magusa
Magusa,1,137,BY,Feray,Yalçuk,LEFKE,0,0,0,0,Magusa
Magusa,2,137,BY,Hüseyin,Tezbaşar,LEFKE,0,0,0,0,Magusa
Magusa,1,137,YDP,Enver,Öztürk,LEFKOŞA,2,0,0,2,Magusa
Magusa,2,137,YDP,Talip,Atalay,LEFKOŞA,2,0,0,2,Magusa
Magusa,3,137,YDP,Eda,Yenen,LEFKOŞA,2,0,0,2,Magusa
Magusa,4,137,YDP,Subhi,Asiltürk,LEFKOŞA,2,0,0,2,Magusa
Magusa,5,137,YDP,Kadir,Yel,LEFKOŞA,2,0,0,2,Magusa
Magusa,6,137,YDP,Yılmaz,Kaldırım,LEFKOŞA,2,0,0,2,Magusa
Magusa,7,137,YDP,Erşah Sabit,Yılmaz,LEFKOŞA,2,0,0,2,Magusa
Magusa,8,137,YDP,Özen,Topçu,LEFKOŞA,2,0,0,2,Magusa
Magusa,9,137,YDP,Ali,Yenen,LEFKOŞA,2,0,0,2,Magusa
Magusa,10,137,YDP,Özlem Ayşe,Doğandemir,LEFKOŞA,2,0,0,2,Magusa
Magusa,11,137,YDP,Mustafa,Yeşil,LEFKOŞA,2,0,0,2,Magusa
Magusa,12,137,YDP,Ömer,Yayla,LEFKOŞA,2,0,0,2,Magusa
Magusa,13,137,YDP,Banu,Bozlakoğlu,LEFKOŞA,2,0,0,2,Magusa
Magusa,14,137,YDP,Hüseyin,Gürlek,LEFKOŞA,2,0,0,2,Magusa
Magusa,15,137,YDP,Metin,Akar,LEFKOŞA,2,0,0,2,Magusa
Magusa,16,137,YDP,Zeynep Sinem,Keser,LEFKOŞA,2,0,0,2,Magusa
Magusa,1,137,YDP,Erhan,Arıklı,GAZİMAĞUSA,2,0,2,4,Magusa
Magusa,2,137,YDP,Durdane,Abi Acı,GAZİMAĞUSA,2,0,0,2,Magusa
Magusa,3,137,YDP,İlter,Ömeroğlu,GAZİMAĞUSA,2,0,0,2,Magusa
Magusa,4,137,YDP,Habibe,Çetin,GAZİMAĞUSA,2,0,0,2,Magusa
Magusa,5,137,YDP,Kenan,Akın,GAZİMAĞUSA,2,0,0,2,Magusa
Magusa,6,137,YDP,Hatice,Seçkin,GAZİMAĞUSA,2,0,2,4,Magusa
Magusa,7,137,YDP,İbrahim Halil,Akçabay,GAZİMAĞUSA,2,0,2,4,Magusa
Magusa,8,137,YDP,Ali,Yakar,GAZİMAĞUSA,2,0,0,2,Magusa
Magusa,9,137,YDP,Mahmut,Hayta,GAZİMAĞUSA,2,0,2,4,Magusa
Magusa,10,137,YDP,Tamer,Karakaşlı,GAZİMAĞUSA,2,0,0,2,Magusa
Magusa,11,137,YDP,Kansu,Aksu,GAZİMAĞUSA,2,0,0,2,Magusa
Magusa,12,137,YDP,Arzu,Pürtül,GAZİMAĞUSA,2,0,2,4,Magusa
Magusa,13,137,YDP,Sema,Kelebek,GAZİMAĞUSA,2,0,2,4,Magusa
Magusa,1,137,YDP,Ramazan,Karal,GİRNE,2,0,0,2,Magusa
Magusa,2,137,YDP,Reyhan,Aydın,GİRNE,2,0,0,2,Magusa
Magusa,3,137,YDP,Ercan,Turhan,GİRNE,2,0,0,2,Magusa
Magusa,4,137,YDP,Fatma,Bahadır,GİRNE,2,0,0,2,Magusa
Magusa,5,137,YDP,Mehmet,Tunçtürk,GİRNE,2,0,0,2,Magusa
Magusa,6,137,YDP,Şerif,Yeşil,GİRNE,2,0,0,2,Magusa
Magusa,7,137,YDP,Fatma,Baysal,GİRNE,2,0,0,2,Magusa
Magusa,8,137,YDP,Güller,Karamalli,GİRNE,2,0,0,2,Magusa
Magusa,9,137,YDP,Nurşah,Çiftçi,GİRNE,2,0,0,2,Magusa
Magusa,10,137,YDP,Süleyman,Çakır,GİRNE,2,0,0,2,Magusa
Magusa,11,137,YDP,Sami,Güneş,GİRNE,2,0,0,2,Magusa
Magusa,1,137,YDP,Elmas,Süzgen,GÜZELYURT,2,0,0,2,Magusa
Magusa,2,137,YDP,Hakan,Bozkurt,GÜZELYURT,2,0,0,2,Magusa
Magusa,3,137,YDP,Gökhan,Saraç,GÜZELYURT,2,0,0,2,Magusa
Magusa,1,137,YDP,Neslihan,Vural,İSKELE,2,0,0,2,Magusa
Magusa,2,137,YDP,Aykut,Günel,İSKELE,2,0,0,2,Magusa
Magusa,3,137,YDP,Arif,Özbayrak,İSKELE,2,0,0,2,Magusa
Magusa,4,137,YDP,Hakkı,Kandemir,İSKELE,2,0,0,2,Magusa
Magusa,5,137,YDP,Sefa,Kurukafa,İSKELE,2,0,0,2,Magusa
Magusa,1,137,YDP,Nejla,Gazi,LEFKE,2,0,0,2,Magusa
Magusa,2,137,YDP,Lisani,Yalçuk,LEFKE,2,0,0,2,Magusa
Magusa,1,137,HP,Kudret,Özersay,LEFKOŞA,3,0,1,4,Magusa
Magusa,2,137,HP,Gülşah,Sanver Manavoğlu,LEFKOŞA,3,0,1,4,Magusa
Magusa,3,137,HP,Serhat,Kotak,LEFKOŞA,3,0,1,4,Magusa
Magusa,4,137,HP,Teksen,Köroğlu,LEFKOŞA,3,0,1,4,Magusa
Magusa,5,137,HP,Kürşat,Köseoğlu,LEFKOŞA,3,0,0,3,Magusa
Magusa,6,137,HP,Devran,Vudalı,LEFKOŞA,3,0,0,3,Magusa
Magusa,7,137,HP,Ersin,Tünay,LEFKOŞA,3,0,1,4,Magusa
Magusa,8,137,HP,Özgül,Çırakoğlu,LEFKOŞA,3,0,1,4,Magusa
Magusa,9,137,HP,Mustafa,Kendir,LEFKOŞA,3,0,0,3,Magusa
Magusa,10,137,HP,Ahmet,Dağcın,LEFKOŞA,3,0,0,3,Magusa
Magusa,11,137,HP,Batuhan,Cantay,LEFKOŞA,3,0,1,4,Magusa
Magusa,12,137,HP,Leman Nihan,Pekgüleryüz,LEFKOŞA,3,0,0,3,Magusa
Magusa,13,137,HP,Zühal,Tunalı,LEFKOŞA,3,0,0,3,Magusa
Magusa,14,137,HP,Volkan Bilal,Emirkanı,LEFKOŞA,3,0,1,4,Magusa
Magusa,15,137,HP,Ülkü,Biranlı,LEFKOŞA,3,0,0,3,Magusa
Magusa,16,137,HP,Yıldız,Büyükçolpan Yılmaz,LEFKOŞA,3,0,0,3,Magusa
Magusa,1,137,HP,Ayşegül,Baybars,GAZİMAĞUSA,3,0,0,3,Magusa
Magusa,2,137,HP,Berna,Çelik Doğruyol,GAZİMAĞUSA,3,0,0,3,Magusa
Magusa,3,137,HP,Arda,Kalfaoğlu,GAZİMAĞUSA,3,0,1,4,Magusa
Magusa,4,137,HP,Tolga,Özçelik,GAZİMAĞUSA,3,0,0,3,Magusa
Magusa,5,137,HP,Ethem,Akmercan,GAZİMAĞUSA,3,0,1,4,Magusa
Magusa,6,137,HP,Raif,İlkman,GAZİMAĞUSA,3,0,0,3,Magusa
Magusa,7,137,HP,Hüseyin,Tabur,GAZİMAĞUSA,3,0,1,4,Magusa
Magusa,8,137,HP,Oğuz,Akançay,GAZİMAĞUSA,3,0,1,4,Magusa
Magusa,9,137,HP,Çiler,Demirtay,GAZİMAĞUSA,3,0,1,4,Magusa
Magusa,10,137,HP,İlknur,Çetinkaya,GAZİMAĞUSA,3,0,0,3,Magusa
Magusa,11,137,HP,N.Elçin,Erbay,GAZİMAĞUSA,3,0,0,3,Magusa
Magusa,12,137,HP,Orhan,Delikuş,GAZİMAĞUSA,3,0,1,4,Magusa
Magusa,13,137,HP,Recep,Sayım,GAZİMAĞUSA,3,0,0,3,Magusa
Magusa,1,137,HP,Erek,Çağatay,GİRNE,3,0,1,4,Magusa
Magusa,2,137,HP,Jale,Refik Rogers,GİRNE,3,0,0,3,Magusa
Magusa,3,137,HP,Ahmet,Tokatlıoğlu,GİRNE,3,0,0,3,Magusa
Magusa,4,137,HP,Yusuf,Avcıoğlu,GİRNE,3,0,1,4,Magusa
Magusa,5,137,HP,Ledün,Caymaz,GİRNE,3,0,0,3,Magusa
Magusa,6,137,HP,Hasret,Balcıoğlu,GİRNE,3,0,1,4,Magusa
Magusa,7,137,HP,Aydın,Erhuy,GİRNE,3,0,0,3,Magusa
Magusa,8,137,HP,Erhan,Onuralp,GİRNE,3,0,1,4,Magusa
Magusa,9,137,HP,Muhammet,Ercan,GİRNE,3,0,0,3,Magusa
Magusa,10,137,HP,Bahadır,Ünlü,GİRNE,3,0,1,4,Magusa
Magusa,11,137,HP,Derya,Hoca,GİRNE,3,0,0,3,Magusa
Magusa,1,137,HP,Ramadan,Durmazer,GÜZELYURT,3,0,1,4,Magusa
Magusa,2,137,HP,Mazlum,Kortaş,GÜZELYURT,3,0,0,3,Magusa
Magusa,3,137,HP,Salahiddin,İskifoğlu,GÜZELYURT,3,0,0,3,Magusa
Magusa,1,137,HP,Ercan,Beşerler,İSKELE,3,0,0,3,Magusa
Magusa,2,137,HP,Kani,Buranay,İSKELE,3,0,1,4,Magusa
Magusa,3,137,HP,Emin,Onuş,İSKELE,3,0,1,4,Magusa
Magusa,4,137,HP,Havva,Elkovan,İSKELE,3,0,0,3,Magusa
Magusa,5,137,HP,Hanife,Demir,İSKELE,3,0,0,3,Magusa
Magusa,1,137,HP,Özdemir,Şanlıdağ,LEFKE,3,0,1,4,Magusa
Magusa,2,137,HP,Safure,Deniz,LEFKE,3,0,0,3,Magusa
Magusa,1,137,TDP,Cemal Gürsel,Özyiğit,LEFKOŞA,6,0,2,8,Magusa
Magusa,2,137,TDP,Halil,Hızal,LEFKOŞA,6,0,3,9,Magusa
Magusa,3,137,TDP,Nalan,Ersümer Aktan,LEFKOŞA,6,0,2,8,Magusa
Magusa,4,137,TDP,Safiye,Özaltıner,LEFKOŞA,6,0,3,9,Magusa
Magusa,5,137,TDP,Filiz,Uzun,LEFKOŞA,6,0,3,9,Magusa
Magusa,6,137,TDP,Mustafa,Yenigüç,LEFKOŞA,6,0,1,7,Magusa
Magusa,7,137,TDP,Çelen,Çağansoy,LEFKOŞA,6,0,2,8,Magusa
Magusa,8,137,TDP,Aytaç Ali,Baklacı,LEFKOŞA,6,0,0,6,Magusa
Magusa,9,137,TDP,H.Doğa,Yalçın,LEFKOŞA,6,0,2,8,Magusa
Magusa,10,137,TDP,Yeşim,İlkan,LEFKOŞA,6,0,0,6,Magusa
Magusa,11,137,TDP,Mehmet,Burhan,LEFKOŞA,6,0,1,7,Magusa
Magusa,12,137,TDP,Nevzat,Özkunt,LEFKOŞA,6,0,0,6,Magusa
Magusa,13,137,TDP,Aktan,Erdoğa,LEFKOŞA,6,0,2,8,Magusa
Magusa,14,137,TDP,Kamil,Yayıcı,LEFKOŞA,6,0,0,6,Magusa
Magusa,15,137,TDP,Ömer,Metbulut,LEFKOŞA,6,0,1,7,Magusa
Magusa,16,137,TDP,Tuğçe,Özmert,LEFKOŞA,6,0,2,8,Magusa
Magusa,1,137,TDP,Yeşim,Dede,GAZİMAĞUSA,6,0,3,9,Magusa
Magusa,2,137,TDP,Yasemin,Çobanoğlu,GAZİMAĞUSA,6,0,2,8,Magusa
Magusa,3,137,TDP,İlyas,Yağlı,GAZİMAĞUSA,6,0,2,8,Magusa
Magusa,4,137,TDP,Boysan,Boyra,GAZİMAĞUSA,6,0,2,8,Magusa
Magusa,5,137,TDP,Erkan,Sarı,GAZİMAĞUSA,6,0,0,6,Magusa
Magusa,6,137,TDP,Arzu,Demirel,GAZİMAĞUSA,6,0,1,7,Magusa
Magusa,7,137,TDP,Olgu,Tansuğ,GAZİMAĞUSA,6,0,1,7,Magusa
Magusa,8,137,TDP,Hüseyin,Angolemli,GAZİMAĞUSA,6,0,3,9,Magusa
Magusa,9,137,TDP,Ecevit,Aspri,GAZİMAĞUSA,6,0,1,7,Magusa
Magusa,10,137,TDP,Mustafa,Tekman,GAZİMAĞUSA,6,0,1,7,Magusa
Magusa,11,137,TDP,Celal,Nefesoğlu,GAZİMAĞUSA,6,0,2,8,Magusa
Magusa,12,137,TDP,Yüksel,Altuner,GAZİMAĞUSA,6,0,0,6,Magusa
Magusa,13,137,TDP,Ercan,Yüzüak,GAZİMAĞUSA,6,0,0,6,Magusa
Magusa,1,137,TDP,Evrim,Benzetsel,GİRNE,6,0,2,8,Magusa
Magusa,2,137,TDP,Zeki,Çeler,GİRNE,6,0,3,9,Magusa
Magusa,3,137,TDP,Şirin,Telli,GİRNE,6,0,1,7,Magusa
Magusa,4,137,TDP,Dilara,Korkmaz,GİRNE,6,0,1,7,Magusa
Magusa,5,137,TDP,Sibel,Karaca,GİRNE,6,0,3,9,Magusa
Magusa,6,137,TDP,Hamide,Dağkıranlar,GİRNE,6,0,1,7,Magusa
Magusa,7,137,TDP,Elmas,Tokay,GİRNE,6,0,2,8,Magusa
Magusa,8,137,TDP,Nuri,Sılay,GİRNE,6,0,0,6,Magusa
Magusa,9,137,TDP,Sibar,Aybar,GİRNE,6,0,2,8,Magusa
Magusa,10,137,TDP,Tolga,Atamer,GİRNE,6,0,0,6,Magusa
Magusa,11,137,TDP,Mustafa,Abraş,GİRNE,6,0,0,6,Magusa
Magusa,1,137,TDP,Faik,Arçay,GÜZELYURT,6,0,1,7,Magusa
Magusa,2,137,TDP,Kamil,Gilanlıoğulları,GÜZELYURT,6,0,0,6,Magusa
Magusa,3,137,TDP,Çayan,Volkan,GÜZELYURT,6,0,1,7,Magusa
Magusa,1,137,TDP,Elif,Özyiğit Cengiz,İSKELE,6,0,1,7,Magusa
Magusa,2,137,TDP,Mürüde,Çelikağ,İSKELE,6,0,2,8,Magusa
Magusa,3,137,TDP,Mehmet,Barut,İSKELE,6,0,2,8,Magusa
Magusa,4,137,TDP,Tülay,Alpler,İSKELE,6,0,1,7,Magusa
Magusa,5,137,TDP,Metin İsmet,Pekri,İSKELE,6,0,0,6,Magusa
Magusa,1,137,TDP,Turgut Reis,Karabetça,LEFKE,6,0,3,9,Magusa
Magusa,2,137,TDP,Hasan İzzet,Dinçoğlu,LEFKE,6,0,0,6,Magusa
Magusa,1,137,BAĞ,Adem,Yazıcı,LEFKOŞA,0,0,0,0,Magusa
Magusa,1,137,BAĞ 2,İsmail,Yıldız,GAZİMAĞUSA,0,0,0,0,Magusa
Magusa,1,137,BAĞ 3,Ali,Sanatkar,İSKELE,0,0,0,0,Magusa
Magusa,1,138,UBP,Faiz,Sucuoğlu,LEFKOŞA,52,1,26,79,Magusa
Magusa,2,138,UBP,Olgun,Amcaoğlu,LEFKOŞA,52,2,28,82,Magusa
Magusa,3,138,UBP,Ahmet,Savaşan,LEFKOŞA,52,0,22,74,Magusa
Magusa,4,138,UBP,Sadık,Gardiyanoğlu,LEFKOŞA,52,1,16,69,Magusa
Magusa,5,138,UBP,Hasan,Taçoy,LEFKOŞA,52,1,18,71,Magusa
Magusa,6,138,UBP,Bertan,Zaroğlu,LEFKOŞA,52,0,6,58,Magusa
Magusa,7,138,UBP,Alişan,Şan,LEFKOŞA,52,0,8,60,Magusa
Magusa,8,138,UBP,Mehmet,Çelebioğlu,LEFKOŞA,52,0,16,68,Magusa
Magusa,9,138,UBP,Savaş,Atakan,LEFKOŞA,52,1,19,72,Magusa
Magusa,10,138,UBP,Zorlu,Töre,LEFKOŞA,52,0,14,66,Magusa
Magusa,11,138,UBP,Özgür,Arıkan,LEFKOŞA,52,0,6,58,Magusa
Magusa,12,138,UBP,Havva,Dağsever,LEFKOŞA,52,0,16,68,Magusa
Magusa,13,138,UBP,Fisun,Özsun,LEFKOŞA,52,1,9,62,Magusa
Magusa,14,138,UBP,Nurcan,Yardımcı,LEFKOŞA,52,0,7,59,Magusa
Magusa,15,138,UBP,Özlem,Sefer,LEFKOŞA,52,0,6,58,Magusa
Magusa,16,138,UBP,Sevil,Yönlüer,LEFKOŞA,52,0,7,59,Magusa
Magusa,1,138,UBP,Sunat,Atun,GAZİMAĞUSA,52,4,22,78,Magusa
Magusa,2,138,UBP,Dursun,Oğuz,GAZİMAĞUSA,52,3,22,77,Magusa
Magusa,3,138,UBP,Oğuzhan,Hasipoğlu,GAZİMAĞUSA,52,0,25,77,Magusa
Magusa,4,138,UBP,Mehmet,Başman,GAZİMAĞUSA,52,1,11,64,Magusa
Magusa,5,138,UBP,Hakan,Dinçyürek,GAZİMAĞUSA,52,0,12,64,Magusa
Magusa,6,138,UBP,Resmiye,Eroğlu Canaltay,GAZİMAĞUSA,52,2,19,73,Magusa
Magusa,7,138,UBP,İrem,Uygun Soyşen,GAZİMAĞUSA,52,0,5,57,Magusa
Magusa,8,138,UBP,Hüseyin,Çavuş,GAZİMAĞUSA,52,0,9,61,Magusa
Magusa,9,138,UBP,Meryem,Boyacı,GAZİMAĞUSA,52,0,14,66,Magusa
Magusa,10,138,UBP,Gürsel,Uzun,GAZİMAĞUSA,52,1,17,70,Magusa
Magusa,11,138,UBP,Bora,Akkuş,GAZİMAĞUSA,52,0,11,63,Magusa
Magusa,12,138,UBP,Sultan,Vural,GAZİMAĞUSA,52,0,9,61,Magusa
Magusa,13,138,UBP,Elif,Abiç,GAZİMAĞUSA,52,0,4,56,Magusa
Magusa,1,138,UBP,Kutlu,Evren,GİRNE,52,1,21,74,Magusa
Magusa,2,138,UBP,Ünal,Üstel,GİRNE,52,1,12,65,Magusa
Magusa,3,138,UBP,İzlem,Gürçağ Altuğra,GİRNE,52,0,19,71,Magusa
Magusa,4,138,UBP,Özdemir,Berova,GİRNE,52,0,16,68,Magusa
Magusa,5,138,UBP,Ferhat,Erişir,GİRNE,52,0,6,58,Magusa
Magusa,6,138,UBP,Türel,Özer Öksüzoğlu,GİRNE,52,0,12,64,Magusa
Magusa,7,138,UBP,Hasan,Küçük,GİRNE,52,0,10,62,Magusa
Magusa,8,138,UBP,Selim,Gökbörü,GİRNE,52,0,2,54,Magusa
Magusa,9,138,UBP,Mehmet Ali,Tunçbilek,GİRNE,52,1,11,64,Magusa
Magusa,10,138,UBP,Zalihe,Damdelen,GİRNE,52,0,6,58,Magusa
Magusa,11,138,UBP,Münevver,Çağın,GİRNE,52,0,5,57,Magusa
Magusa,1,138,UBP,Ali,Pilli,GÜZELYURT,52,1,23,76,Magusa
Magusa,2,138,UBP,Ziya,Öztürkler,GÜZELYURT,52,1,6,59,Magusa
Magusa,3,138,UBP,Hasan,Büyükoğlu,GÜZELYURT,52,0,1,53,Magusa
Magusa,1,138,UBP,Nazım,Çavuşoğlu,İSKELE,52,0,16,68,Magusa
Magusa,2,138,UBP,Yasemi,Öztürk,İSKELE,52,1,12,65,Magusa
Magusa,3,138,UBP,Mesut,Genç,İSKELE,52,1,12,65,Magusa
Magusa,4,138,UBP,Emrah,Yeşilırmak,İSKELE,52,0,17,69,Magusa
Magusa,5,138,UBP,Osman,Kırşan,İSKELE,52,0,1,53,Magusa
Magusa,1,138,UBP,Fırtına,Karanfil,LEFKE,52,1,22,75,Magusa
Magusa,2,138,UBP,Aytaç,Çaluda,LEFKE,52,0,7,59,Magusa
Magusa,1,138,CTP,Tufan,Erhürman,LEFKOŞA,43,10,19,72,Magusa
Magusa,2,138,CTP,Ürün,Solyalı,LEFKOŞA,43,6,16,65,Magusa
Magusa,3,138,CTP,Derviş,Deniz,LEFKOŞA,43,8,13,64,Magusa
Magusa,4,138,CTP,Sıla,Usar İncirli,LEFKOŞA,43,6,15,64,Magusa
Magusa,5,138,CTP,Muhittin,Tolga Özsağlam,LEFKOŞA,43,4,14,61,Magusa
Magusa,6,138,CTP,Doğuş,Derya,LEFKOŞA,43,7,16,66,Magusa
Magusa,7,138,CTP,Devrim,Barçın,LEFKOŞA,43,5,13,61,Magusa
Magusa,8,138,CTP,Filiz,Besim,LEFKOŞA,43,8,11,62,Magusa
Magusa,9,138,CTP,Ahmet,Muratoğlu,LEFKOŞA,43,3,5,51,Magusa
Magusa,10,138,CTP,Ödül,Muhtaroğlu,LEFKOŞA,43,4,8,55,Magusa
Magusa,11,138,CTP,Cenk,Paşa,LEFKOŞA,43,5,4,52,Magusa
Magusa,12,138,CTP,Haffe,Işısal,LEFKOŞA,43,3,2,48,Magusa
Magusa,13,138,CTP,Hasan,Ecer,LEFKOŞA,43,5,2,50,Magusa
Magusa,14,138,CTP,Ayşe,Alioğlu,LEFKOŞA,43,4,7,54,Magusa
Magusa,15,138,CTP,Derviş,Bladanlı,LEFKOŞA,43,5,3,51,Magusa
Magusa,16,138,CTP,Hülya,Batunlu,LEFKOŞA,43,3,4,50,Magusa
Magusa,1,138,CTP,Asım,Akansoy,GAZİMAĞUSA,43,7,17,67,Magusa
Magusa,2,138,CTP,Seran,Aysal,GAZİMAĞUSA,43,5,13,61,Magusa
Magusa,3,138,CTP,Teberrüken,Uluçay,GAZİMAĞUSA,43,8,14,65,Magusa
Magusa,4,138,CTP,Yasin,Yeni,GAZİMAĞUSA,43,3,2,48,Magusa
Magusa,5,138,CTP,Erkut,Şahali,GAZİMAĞUSA,43,5,12,60,Magusa
Magusa,6,138,CTP,Hamit,Caner,GAZİMAĞUSA,43,6,9,58,Magusa
Magusa,7,138,CTP,Şifa,Çolakoğlu,GAZİMAĞUSA,43,7,9,59,Magusa
Magusa,8,138,CTP,Behcet,Öznacar,GAZİMAĞUSA,43,3,3,49,Magusa
Magusa,9,138,CTP,Ceyhun,Ümiter,GAZİMAĞUSA,43,5,6,54,Magusa
Magusa,10,138,CTP,Gaye,Astan Çoban,GAZİMAĞUSA,43,2,6,51,Magusa
Magusa,11,138,CTP,Derviş,Karaca,GAZİMAĞUSA,43,4,1,48,Magusa
Magusa,12,138,CTP,Cihan,Tunçeli,GAZİMAĞUSA,43,3,3,49,Magusa
Magusa,13,138,CTP,Erkan,Tekeli,GAZİMAĞUSA,43,1,7,51,Magusa
Magusa,1,138,CTP,Ongun,Talat,GİRNE,43,2,12,57,Magusa
Magusa,2,138,CTP,Fikri,Toros,GİRNE,43,2,15,60,Magusa
Magusa,3,138,CTP,Ceyhun,Birinci,GİRNE,43,1,9,53,Magusa
Magusa,4,138,CTP,Fazilet,Özdenefe,GİRNE,43,1,13,57,Magusa
Magusa,5,138,CTP,Salih,Sarpten,GİRNE,43,2,11,56,Magusa
Magusa,6,138,CTP,Pembe,Ardıç,GİRNE,43,1,1,45,Magusa
Magusa,7,138,CTP,Alpay,Çelebi,GİRNE,43,2,5,50,Magusa
Magusa,8,138,CTP,Mahmut,Kanber,GİRNE,43,1,3,47,Magusa
Magusa,9,138,CTP,Özge,Tahiroğlu,GİRNE,43,1,1,45,Magusa
Magusa,10,138,CTP,Niyal,Öztürk,GİRNE,43,0,2,45,Magusa
Magusa,11,138,CTP,Mustafa,İlgen,GİRNE,43,2,3,48,Magusa
Magusa,1,138,CTP,Armağan,Candan,GÜZELYURT,43,1,11,55,Magusa
Magusa,2,138,CTP,Mehmet,Bozer,GÜZELYURT,43,1,1,45,Magusa
Magusa,3,138,CTP,Aslı,Murat,GÜZELYURT,43,1,2,46,Magusa
Magusa,1,138,CTP,Fide,Kürşat,İSKELE,43,1,8,52,Magusa
Magusa,2,138,CTP,Biray,Hamzaoğulları,İSKELE,43,0,10,53,Magusa
Magusa,3,138,CTP,Suphi,Coşkun,İSKELE,43,0,5,48,Magusa
Magusa,4,138,CTP,Fikret,Civisilli,İSKELE,43,1,8,52,Magusa
Magusa,5,138,CTP,Yalçın,Kömürcügil,İSKELE,43,0,1,44,Magusa
Magusa,1,138,CTP,Salahi,Şahiner,LEFKE,43,1,16,60,Magusa
