Bolge,pusula_sirasi,sandikno,parti_adi_kisa,isim,soyisim,ilce,toplam_aldigi_oy_sayisi,toplam_aldigi_karma_oy_sayisi,toplam_aldigi_tercih_sayisi,toplam,Name
Lefkosa,1,1,UBP,Faiz,Sucuoğlu,LEFKOŞA,91,0,54,145,Lefkosa
Lefkosa,2,1,UBP,Olgun,Amcaoğlu,LEFKOŞA,91,1,49,141,Lefkosa
Lefkosa,3,1,UBP,Ahmet,Savaşan,LEFKOŞA,91,1,30,122,Lefkosa
Lefkosa,4,1,UBP,Sadık,Gardiyanoğlu,LEFKOŞA,91,0,41,132,Lefkosa
Lefkosa,5,1,UBP,Hasan,Taçoy,LEFKOŞA,91,0,42,133,Lefkosa
Lefkosa,6,1,UBP,Bertan,Zaroğlu,LEFKOŞA,91,0,21,112,Lefkosa
Lefkosa,7,1,UBP,Alişan,Şan,LEFKOŞA,91,0,25,116,Lefkosa
Lefkosa,8,1,UBP,Mehmet,Çelebioğlu,LEFKOŞA,91,0,25,116,Lefkosa
Lefkosa,9,1,UBP,Savaş,Atakan,LEFKOŞA,91,3,28,122,Lefkosa
Lefkosa,10,1,UBP,Zorlu,Töre,LEFKOŞA,91,1,29,121,Lefkosa
Lefkosa,11,1,UBP,Özgür,Arıkan,LEFKOŞA,91,0,7,98,Lefkosa
Lefkosa,12,1,UBP,Havva,Dağsever,LEFKOŞA,91,0,18,109,Lefkosa
Lefkosa,13,1,UBP,Fisun,Özsun,LEFKOŞA,91,0,25,116,Lefkosa
Lefkosa,14,1,UBP,Nurcan,Yardımcı,LEFKOŞA,91,0,18,109,Lefkosa
Lefkosa,15,1,UBP,Özlem,Sefer,LEFKOŞA,91,0,17,108,Lefkosa
Lefkosa,16,1,UBP,Sevil,Yönlüer,LEFKOŞA,91,0,19,110,Lefkosa
Lefkosa,1,1,UBP,Sunat,Atun,GAZİMAĞUSA,91,0,42,133,Lefkosa
Lefkosa,2,1,UBP,Dursun,Oğuz,GAZİMAĞUSA,91,1,26,118,Lefkosa
Lefkosa,3,1,UBP,Oğuzhan,Hasipoğlu,GAZİMAĞUSA,91,0,43,134,Lefkosa
Lefkosa,4,1,UBP,Mehmet,Başman,GAZİMAĞUSA,91,0,16,107,Lefkosa
Lefkosa,5,1,UBP,Hakan,Dinçyürek,GAZİMAĞUSA,91,0,24,115,Lefkosa
Lefkosa,6,1,UBP,Resmiye,Eroğlu Canaltay,GAZİMAĞUSA,91,0,31,122,Lefkosa
Lefkosa,7,1,UBP,İrem,Uygun Soyşen,GAZİMAĞUSA,91,0,10,101,Lefkosa
Lefkosa,8,1,UBP,Hüseyin,Çavuş,GAZİMAĞUSA,91,0,29,120,Lefkosa
Lefkosa,9,1,UBP,Meryem,Boyacı,GAZİMAĞUSA,91,0,13,104,Lefkosa
Lefkosa,10,1,UBP,Gürsel,Uzun,GAZİMAĞUSA,91,3,18,112,Lefkosa
Lefkosa,11,1,UBP,Bora,Akkuş,GAZİMAĞUSA,91,0,6,97,Lefkosa
Lefkosa,12,1,UBP,Sultan,Vural,GAZİMAĞUSA,91,0,8,99,Lefkosa
Lefkosa,13,1,UBP,Elif,Abiç,GAZİMAĞUSA,91,1,4,96,Lefkosa
Lefkosa,1,1,UBP,Kutlu,Evren,GİRNE,91,0,32,123,Lefkosa
Lefkosa,2,1,UBP,Ünal,Üstel,GİRNE,91,1,22,114,Lefkosa
Lefkosa,3,1,UBP,İzlem,Gürçağ Altuğra,GİRNE,91,1,35,127,Lefkosa
Lefkosa,4,1,UBP,Özdemir,Berova,GİRNE,91,0,33,124,Lefkosa
Lefkosa,5,1,UBP,Ferhat,Erişir,GİRNE,91,0,19,110,Lefkosa
Lefkosa,6,1,UBP,Türel,Özer Öksüzoğlu,GİRNE,91,0,22,113,Lefkosa
Lefkosa,7,1,UBP,Hasan,Küçük,GİRNE,91,0,24,115,Lefkosa
Lefkosa,8,1,UBP,Selim,Gökbörü,GİRNE,91,0,9,100,Lefkosa
Lefkosa,9,1,UBP,Mehmet Ali,Tunçbilek,GİRNE,91,0,11,102,Lefkosa
Lefkosa,10,1,UBP,Zalihe,Damdelen,GİRNE,91,0,12,103,Lefkosa
Lefkosa,11,1,UBP,Münevver,Çağın,GİRNE,91,0,11,102,Lefkosa
Lefkosa,1,1,UBP,Ali,Pilli,GÜZELYURT,91,2,33,126,Lefkosa
Lefkosa,2,1,UBP,Ziya,Öztürkler,GÜZELYURT,91,0,9,100,Lefkosa
Lefkosa,3,1,UBP,Hasan,Büyükoğlu,GÜZELYURT,91,0,8,99,Lefkosa
Lefkosa,1,1,UBP,Nazım,Çavuşoğlu,İSKELE,91,1,22,114,Lefkosa
Lefkosa,2,1,UBP,Yasemi,Öztürk,İSKELE,91,0,29,120,Lefkosa
Lefkosa,3,1,UBP,Mesut,Genç,İSKELE,91,0,10,101,Lefkosa
Lefkosa,4,1,UBP,Emrah,Yeşilırmak,İSKELE,91,1,4,96,Lefkosa
Lefkosa,5,1,UBP,Osman,Kırşan,İSKELE,91,3,27,121,Lefkosa
Lefkosa,1,1,UBP,Fırtına,Karanfil,LEFKE,91,3,19,113,Lefkosa
Lefkosa,2,1,UBP,Aytaç,Çaluda,LEFKE,91,0,32,123,Lefkosa
Lefkosa,1,1,CTP,Tufan,Erhürman,LEFKOŞA,101,8,56,165,Lefkosa
Lefkosa,2,1,CTP,Ürün,Solyalı,LEFKOŞA,101,3,48,152,Lefkosa
Lefkosa,3,1,CTP,Derviş,Deniz,LEFKOŞA,101,3,32,136,Lefkosa
Lefkosa,4,1,CTP,Sıla,Usar İncirli,LEFKOŞA,101,7,44,152,Lefkosa
Lefkosa,5,1,CTP,Muhittin,Tolga Özsağlam,LEFKOŞA,101,4,27,132,Lefkosa
Lefkosa,6,1,CTP,Doğuş,Derya,LEFKOŞA,101,8,52,161,Lefkosa
Lefkosa,7,1,CTP,Devrim,Barçın,LEFKOŞA,101,6,51,158,Lefkosa
Lefkosa,8,1,CTP,Filiz,Besim,LEFKOŞA,101,3,38,142,Lefkosa
Lefkosa,9,1,CTP,Ahmet,Muratoğlu,LEFKOŞA,101,4,22,127,Lefkosa
Lefkosa,10,1,CTP,Ödül,Muhtaroğlu,LEFKOŞA,101,3,25,129,Lefkosa
Lefkosa,11,1,CTP,Cenk,Paşa,LEFKOŞA,101,0,25,126,Lefkosa
Lefkosa,12,1,CTP,Haffe,Işısal,LEFKOŞA,101,0,14,115,Lefkosa
Lefkosa,13,1,CTP,Hasan,Ecer,LEFKOŞA,101,2,12,115,Lefkosa
Lefkosa,14,1,CTP,Ayşe,Alioğlu,LEFKOŞA,101,1,14,116,Lefkosa
Lefkosa,15,1,CTP,Derviş,Bladanlı,LEFKOŞA,101,1,17,119,Lefkosa
Lefkosa,16,1,CTP,Hülya,Batunlu,LEFKOŞA,101,1,8,110,Lefkosa
Lefkosa,1,1,CTP,Asım,Akansoy,GAZİMAĞUSA,101,6,49,156,Lefkosa
Lefkosa,2,1,CTP,Seran,Aysal,GAZİMAĞUSA,101,1,22,124,Lefkosa
Lefkosa,3,1,CTP,Teberrüken,Uluçay,GAZİMAĞUSA,101,8,48,157,Lefkosa
Lefkosa,4,1,CTP,Yasin,Yeni,GAZİMAĞUSA,101,1,9,111,Lefkosa
Lefkosa,5,1,CTP,Erkut,Şahali,GAZİMAĞUSA,101,4,39,144,Lefkosa
Lefkosa,6,1,CTP,Hamit,Caner,GAZİMAĞUSA,101,2,30,133,Lefkosa
Lefkosa,7,1,CTP,Şifa,Çolakoğlu,GAZİMAĞUSA,101,2,28,131,Lefkosa
Lefkosa,8,1,CTP,Behcet,Öznacar,GAZİMAĞUSA,101,3,13,117,Lefkosa
Lefkosa,9,1,CTP,Ceyhun,Ümiter,GAZİMAĞUSA,101,1,22,124,Lefkosa
Lefkosa,10,1,CTP,Gaye,Astan Çoban,GAZİMAĞUSA,101,9,38,148,Lefkosa
Lefkosa,11,1,CTP,Derviş,Karaca,GAZİMAĞUSA,101,0,18,119,Lefkosa
Lefkosa,12,1,CTP,Cihan,Tunçeli,GAZİMAĞUSA,101,0,10,111,Lefkosa
Lefkosa,13,1,CTP,Erkan,Tekeli,GAZİMAĞUSA,101,1,10,112,Lefkosa
Lefkosa,1,1,CTP,Ongun,Talat,GİRNE,101,5,42,148,Lefkosa
Lefkosa,2,1,CTP,Fikri,Toros,GİRNE,101,6,45,152,Lefkosa
Lefkosa,3,1,CTP,Ceyhun,Birinci,GİRNE,101,3,18,122,Lefkosa
Lefkosa,4,1,CTP,Fazilet,Özdenefe,GİRNE,101,4,31,136,Lefkosa
Lefkosa,5,1,CTP,Salih,Sarpten,GİRNE,101,4,27,132,Lefkosa
Lefkosa,6,1,CTP,Pembe,Ardıç,GİRNE,101,1,16,118,Lefkosa
Lefkosa,7,1,CTP,Alpay,Çelebi,GİRNE,101,1,12,114,Lefkosa
Lefkosa,8,1,CTP,Mahmut,Kanber,GİRNE,101,1,5,107,Lefkosa
Lefkosa,9,1,CTP,Özge,Tahiroğlu,GİRNE,101,0,20,121,Lefkosa
Lefkosa,10,1,CTP,Niyal,Öztürk,GİRNE,101,4,31,136,Lefkosa
Lefkosa,11,1,CTP,Mustafa,İlgen,GİRNE,101,2,18,121,Lefkosa
Lefkosa,1,1,CTP,Armağan,Candan,GÜZELYURT,101,4,32,137,Lefkosa
Lefkosa,2,1,CTP,Mehmet,Bozer,GÜZELYURT,101,0,3,104,Lefkosa
Lefkosa,3,1,CTP,Aslı,Murat,GÜZELYURT,101,3,16,120,Lefkosa
Lefkosa,1,1,CTP,Fide,Kürşat,İSKELE,101,1,22,124,Lefkosa
Lefkosa,2,1,CTP,Biray,Hamzaoğulları,İSKELE,101,4,23,128,Lefkosa
Lefkosa,3,1,CTP,Suphi,Coşkun,İSKELE,101,1,29,131,Lefkosa
Lefkosa,4,1,CTP,Fikret,Civisilli,İSKELE,101,4,29,134,Lefkosa
Lefkosa,5,1,CTP,Yalçın,Kömürcügil,İSKELE,101,0,5,106,Lefkosa
Lefkosa,1,1,CTP,Salahi,Şahiner,LEFKE,101,7,43,151,Lefkosa
Lefkosa,2,1,CTP,Tuncay,Sarıyer,LEFKE,101,1,11,113,Lefkosa
Lefkosa,1,1,DP,Ali,Tunçtaşlı,LEFKOŞA,1,1,0,2,Lefkosa
Lefkosa,2,1,DP,Mert,Taşkın,LEFKOŞA,1,0,0,1,Lefkosa
Lefkosa,3,1,DP,Mehmet,Çıldır,LEFKOŞA,1,0,0,1,Lefkosa
Lefkosa,4,1,DP,Hasan,Tosunoğlu,LEFKOŞA,1,0,0,1,Lefkosa
Lefkosa,5,1,DP,Serhan,Aktunç,LEFKOŞA,1,0,0,1,Lefkosa
Lefkosa,6,1,DP,Özlem,Dinçoğlu,LEFKOŞA,1,0,0,1,Lefkosa
Lefkosa,7,1,DP,Sinem,Tip,LEFKOŞA,1,0,0,1,Lefkosa
Lefkosa,8,1,DP,Funda,Özsakınç,LEFKOŞA,1,0,0,1,Lefkosa
Lefkosa,9,1,DP,İnanç,Babaliki,LEFKOŞA,1,0,0,1,Lefkosa
Lefkosa,10,1,DP,Hüseyin,Akcan,LEFKOŞA,1,0,0,1,Lefkosa
Lefkosa,11,1,DP,Fatma,Öztürk Çatal,LEFKOŞA,1,0,0,1,Lefkosa
Lefkosa,12,1,DP,Ali,Horoz,LEFKOŞA,1,0,0,1,Lefkosa
Lefkosa,13,1,DP,Mehmet,Ortak,LEFKOŞA,1,0,0,1,Lefkosa
Lefkosa,14,1,DP,Emel,Sayar,LEFKOŞA,1,0,0,1,Lefkosa
Lefkosa,15,1,DP,Çetin,Sadeli,LEFKOŞA,1,0,0,1,Lefkosa
Lefkosa,16,1,DP,Mete,Bayramoğlu,LEFKOŞA,1,0,0,1,Lefkosa
Lefkosa,1,1,DP,Fikri,Ataoğlu,GAZİMAĞUSA,1,0,0,1,Lefkosa
Lefkosa,2,1,DP,Mücahit,Kaya,GAZİMAĞUSA,1,0,0,1,Lefkosa
Lefkosa,3,1,DP,Şirin,Zaimağaoğlu,GAZİMAĞUSA,1,0,0,1,Lefkosa
Lefkosa,4,1,DP,Mehmet,Hasgüler,GAZİMAĞUSA,1,0,0,1,Lefkosa
Lefkosa,5,1,DP,Ahmet,Demirel,GAZİMAĞUSA,1,0,0,1,Lefkosa
Lefkosa,6,1,DP,Ömer,Gökel,GAZİMAĞUSA,1,0,0,1,Lefkosa
Lefkosa,7,1,DP,Fikret,Deniz,GAZİMAĞUSA,1,0,0,1,Lefkosa
Lefkosa,8,1,DP,Nuray,Uncu,GAZİMAĞUSA,1,0,0,1,Lefkosa
Lefkosa,9,1,DP,Benek,Çağakanlı,GAZİMAĞUSA,1,0,0,1,Lefkosa
Lefkosa,10,1,DP,Ali Anıl,Yüce,GAZİMAĞUSA,1,0,0,1,Lefkosa
Lefkosa,11,1,DP,Soyhan,Bilgeer,GAZİMAĞUSA,1,0,0,1,Lefkosa
Lefkosa,12,1,DP,Alpaslan,Diktaş,GAZİMAĞUSA,1,0,0,1,Lefkosa
Lefkosa,13,1,DP,Leyla,Avğın,GAZİMAĞUSA,1,0,0,1,Lefkosa
Lefkosa,1,1,DP,Serhat,Akpınar,GİRNE,1,1,0,2,Lefkosa
Lefkosa,2,1,DP,Hande,Kayasal Çelikden,GİRNE,1,0,0,1,Lefkosa
Lefkosa,3,1,DP,Redif,Nurel,GİRNE,1,0,0,1,Lefkosa
Lefkosa,4,1,DP,Harun,Demir,GİRNE,1,0,0,1,Lefkosa
Lefkosa,5,1,DP,Cemre,Seziner,GİRNE,1,0,0,1,Lefkosa
Lefkosa,6,1,DP,Orsel,Neşe,GİRNE,1,0,0,1,Lefkosa
Lefkosa,7,1,DP,Enver,Hoca,GİRNE,1,0,0,1,Lefkosa
Lefkosa,8,1,DP,Aslı,Babayiğit Cansız,GİRNE,1,0,0,1,Lefkosa
Lefkosa,9,1,DP,Arif,Uzunali,GİRNE,1,0,0,1,Lefkosa
Lefkosa,10,1,DP,Atilla,Deva,GİRNE,1,0,0,1,Lefkosa
Lefkosa,11,1,DP,Nazim,Arslan,GİRNE,1,0,0,1,Lefkosa
Lefkosa,1,1,DP,Rahme,Öğütveren,GÜZELYURT,1,0,0,1,Lefkosa
Lefkosa,2,1,DP,Erkan,Kaya,GÜZELYURT,1,0,0,1,Lefkosa
Lefkosa,3,1,DP,Eliz,Fellahoğlu,GÜZELYURT,1,0,0,1,Lefkosa
Lefkosa,1,1,DP,Mine,Emiroğlu,İSKELE,1,0,0,1,Lefkosa
Lefkosa,2,1,DP,Maşallah,Cihangir,İSKELE,1,0,0,1,Lefkosa
Lefkosa,3,1,DP,Hür,Alevkayalı,İSKELE,1,0,0,1,Lefkosa
Lefkosa,4,1,DP,Musa,Nurçin,İSKELE,1,0,0,1,Lefkosa
Lefkosa,5,1,DP,Çağla,Eroğlu,İSKELE,1,0,0,1,Lefkosa
Lefkosa,1,1,DP,Gürsel,Bağlaş,LEFKE,1,0,0,1,Lefkosa
Lefkosa,2,1,DP,Hüseyin,Turaç,LEFKE,1,0,0,1,Lefkosa
Lefkosa,1,1,TKP,Mehmet,Çakıcı,LEFKOŞA,2,5,0,7,Lefkosa
Lefkosa,2,1,TKP,Ersen,Sururi,LEFKOŞA,2,1,0,3,Lefkosa
Lefkosa,3,1,TKP,İlke Özgür,Davulcu,LEFKOŞA,2,0,0,2,Lefkosa
Lefkosa,4,1,TKP,Zühal,Koreli,LEFKOŞA,2,0,0,2,Lefkosa
Lefkosa,5,1,TKP,Ayşe,Buran,LEFKOŞA,2,0,0,2,Lefkosa
Lefkosa,6,1,TKP,Sami,Dayıoğlu,LEFKOŞA,2,0,0,2,Lefkosa
Lefkosa,7,1,TKP,İlker,Balkır,LEFKOŞA,2,0,0,2,Lefkosa
Lefkosa,8,1,TKP,Ahmet,Kablan,LEFKOŞA,2,0,0,2,Lefkosa
Lefkosa,9,1,TKP,Hakkı,Demir,LEFKOŞA,2,0,0,2,Lefkosa
Lefkosa,10,1,TKP,Yalçın,Ertugan,LEFKOŞA,2,0,0,2,Lefkosa
Lefkosa,11,1,TKP,Naile,Acar,LEFKOŞA,2,0,0,2,Lefkosa
Lefkosa,12,1,TKP,Fezile,Özataç,LEFKOŞA,2,0,0,2,Lefkosa
Lefkosa,13,1,TKP,Korhan,Şakir,LEFKOŞA,2,0,0,2,Lefkosa
Lefkosa,14,1,TKP,Yeşim,Uludağ Mertli,LEFKOŞA,2,0,0,2,Lefkosa
Lefkosa,15,1,TKP,Safiye,Aydın,LEFKOŞA,2,0,0,2,Lefkosa
Lefkosa,16,1,TKP,Mehmet,Eş,LEFKOŞA,2,0,0,2,Lefkosa
Lefkosa,1,1,TKP,Mustafa,Emiroğluları,GAZİMAĞUSA,2,3,0,5,Lefkosa
Lefkosa,2,1,TKP,Asiye,Beyaz,GAZİMAĞUSA,2,0,0,2,Lefkosa
Lefkosa,3,1,TKP,Emin,Soyal,GAZİMAĞUSA,2,0,0,2,Lefkosa
Lefkosa,4,1,TKP,Hüseyin,Hakansoy,GAZİMAĞUSA,2,0,0,2,Lefkosa
Lefkosa,5,1,TKP,Umut,Kadı,GAZİMAĞUSA,2,0,0,2,Lefkosa
Lefkosa,6,1,TKP,Zeynep,Dönmez,GAZİMAĞUSA,2,0,0,2,Lefkosa
Lefkosa,7,1,TKP,Ayhan,Çakıcı Eş,GAZİMAĞUSA,2,0,0,2,Lefkosa
Lefkosa,8,1,TKP,Mahir,Demir,GAZİMAĞUSA,2,0,0,2,Lefkosa
Lefkosa,9,1,TKP,Yasin,Zateroğulları,GAZİMAĞUSA,2,0,0,2,Lefkosa
Lefkosa,10,1,TKP,Ali,Özaltın,GAZİMAĞUSA,2,0,0,2,Lefkosa
Lefkosa,11,1,TKP,Emir,Genç,GAZİMAĞUSA,2,0,0,2,Lefkosa
Lefkosa,12,1,TKP,Üzeyir,Köstü,GAZİMAĞUSA,2,0,0,2,Lefkosa
Lefkosa,13,1,TKP,Azat,Kızıl,GAZİMAĞUSA,2,0,0,2,Lefkosa
Lefkosa,1,1,TKP,Yurdaer,Garip,GİRNE,2,0,0,2,Lefkosa
Lefkosa,2,1,TKP,Sevilay,Dolmacı,GİRNE,2,0,0,2,Lefkosa
Lefkosa,3,1,TKP,Seral,Çetindal,GİRNE,2,0,0,2,Lefkosa
Lefkosa,4,1,TKP,Salih,Ataser,GİRNE,2,0,0,2,Lefkosa
Lefkosa,5,1,TKP,Fatma,Köroğlu,GİRNE,2,0,0,2,Lefkosa
Lefkosa,6,1,TKP,Şefik,Dereli,GİRNE,2,0,0,2,Lefkosa
Lefkosa,7,1,TKP,Celil,Akarpınar,GİRNE,2,0,0,2,Lefkosa
Lefkosa,8,1,TKP,Muhammet,Gözay,GİRNE,2,0,0,2,Lefkosa
Lefkosa,9,1,TKP,Hülya,Kasap,GİRNE,2,0,0,2,Lefkosa
Lefkosa,10,1,TKP,Hüseyin,Özdurak,GİRNE,2,0,0,2,Lefkosa
Lefkosa,11,1,TKP,Gonca,Çağlar Şar,GİRNE,2,0,0,2,Lefkosa
Lefkosa,1,1,TKP,Dilek Ötün,Say,GÜZELYURT,2,0,0,2,Lefkosa
Lefkosa,2,1,TKP,Gönül,Kargılı,GÜZELYURT,2,0,0,2,Lefkosa
Lefkosa,3,1,TKP,Şifa,Ulutaş,GÜZELYURT,2,0,0,2,Lefkosa
Lefkosa,1,1,TKP,Kemal,Yıldız,İSKELE,2,0,0,2,Lefkosa
Lefkosa,2,1,TKP,Hüsnü,Arslanyürek,İSKELE,2,0,0,2,Lefkosa
Lefkosa,3,1,TKP,Cennet,Güneri,İSKELE,2,0,0,2,Lefkosa
Lefkosa,4,1,TKP,İdris,Koç,İSKELE,2,0,0,2,Lefkosa
Lefkosa,5,1,TKP,Fatih,Bulut,İSKELE,2,0,0,2,Lefkosa
Lefkosa,1,1,TKP,Tayfur,Demirci,LEFKE,2,0,0,2,Lefkosa
Lefkosa,2,1,TKP,Hurşit,Öztemiz,LEFKE,2,0,0,2,Lefkosa
Lefkosa,1,1,BY,Cansu,N.Nazlı,LEFKOŞA,4,1,0,5,Lefkosa
Lefkosa,2,1,BY,Mustafa,Erk,LEFKOŞA,4,2,0,6,Lefkosa
Lefkosa,3,1,BY,Cemre,İpçiler,LEFKOŞA,4,4,0,8,Lefkosa
Lefkosa,4,1,BY,Münür,Rahvancıoğlu,LEFKOŞA,4,3,0,7,Lefkosa
Lefkosa,5,1,BY,Özlem,Deligöz,LEFKOŞA,4,0,0,4,Lefkosa
Lefkosa,6,1,BY,Ahmet,Karakaşlı,LEFKOŞA,4,1,0,5,Lefkosa
Lefkosa,7,1,BY,Nazen,Şansal,LEFKOŞA,4,1,0,5,Lefkosa
Lefkosa,8,1,BY,Gazi,Gök,LEFKOŞA,4,0,0,4,Lefkosa
Lefkosa,9,1,BY,Fatma,Sezikli,LEFKOŞA,4,0,0,4,Lefkosa
Lefkosa,10,1,BY,Tahsin,Oygar,LEFKOŞA,4,0,0,4,Lefkosa
Lefkosa,11,1,BY,Sunalp,Asena,LEFKOŞA,4,0,0,4,Lefkosa
Lefkosa,12,1,BY,Aziz,Güven,LEFKOŞA,4,0,0,4,Lefkosa
Lefkosa,13,1,BY,Behiç,Anibal,LEFKOŞA,4,0,0,4,Lefkosa
Lefkosa,14,1,BY,Mustafa Bülent,Çakır,LEFKOŞA,4,0,0,4,Lefkosa
Lefkosa,15,1,BY,Evren,Cem,LEFKOŞA,4,0,0,4,Lefkosa
Lefkosa,16,1,BY,Mustafa,Keleşzade,LEFKOŞA,4,2,0,6,Lefkosa
Lefkosa,1,1,BY,Sabahat,Aydıç,GAZİMAĞUSA,4,2,1,7,Lefkosa
Lefkosa,2,1,BY,Yusuf Bülent,Yüksel,GAZİMAĞUSA,4,2,0,6,Lefkosa
Lefkosa,3,1,BY,Sevgül,Uzkan,GAZİMAĞUSA,4,1,1,6,Lefkosa
Lefkosa,4,1,BY,Hüseyin,Akçengel,GAZİMAĞUSA,4,0,0,4,Lefkosa
Lefkosa,5,1,BY,Melisa,Koloz,GAZİMAĞUSA,4,0,1,5,Lefkosa
Lefkosa,6,1,BY,Ahmet,Güvenler,GAZİMAĞUSA,4,0,1,5,Lefkosa
Lefkosa,7,1,BY,Serap,Kedi,GAZİMAĞUSA,4,5,1,10,Lefkosa
Lefkosa,8,1,BY,Hilmi,Buruk,GAZİMAĞUSA,4,0,0,4,Lefkosa
Lefkosa,9,1,BY,Umut,Ersoy,GAZİMAĞUSA,4,0,0,4,Lefkosa
Lefkosa,10,1,BY,Hasan Çağın,Tezbaşar,GAZİMAĞUSA,4,1,0,5,Lefkosa
Lefkosa,11,1,BY,Cenk,Tuncay,GAZİMAĞUSA,4,0,0,4,Lefkosa
Lefkosa,12,1,BY,Arif,Bayraktar,GAZİMAĞUSA,4,0,1,5,Lefkosa
Lefkosa,13,1,BY,Tağmaç,Özberk,GAZİMAĞUSA,4,0,0,4,Lefkosa
Lefkosa,1,1,BY,Zimzer,Sertel,GİRNE,4,2,0,6,Lefkosa
Lefkosa,2,1,BY,İbrahim,Bulut,GİRNE,4,2,0,6,Lefkosa
Lefkosa,3,1,BY,Ayla,Aydoğan Gökay,GİRNE,4,2,0,6,Lefkosa
Lefkosa,4,1,BY,Yusuf Özgü,Sertel,GİRNE,4,0,0,4,Lefkosa
Lefkosa,5,1,BY,Haydar,Dolmacı,GİRNE,4,0,0,4,Lefkosa
Lefkosa,6,1,BY,Güngör,Acar,GİRNE,4,0,0,4,Lefkosa
Lefkosa,7,1,BY,Enver Timur,Gürzap,GİRNE,4,0,0,4,Lefkosa
Lefkosa,8,1,BY,Halil İbrahim,Keleşzade,GİRNE,4,0,0,4,Lefkosa
Lefkosa,9,1,BY,Gülertan,Aşık,GİRNE,4,0,0,4,Lefkosa
Lefkosa,10,1,BY,Salih,Hayaloğlu,GİRNE,4,0,0,4,Lefkosa
Lefkosa,11,1,BY,Mustafa,Batak,GİRNE,4,0,0,4,Lefkosa
Lefkosa,1,1,BY,Nil,Çukurovalı Özkızan,GÜZELYURT,4,2,0,6,Lefkosa
Lefkosa,2,1,BY,Neriman,Çukurovalı,GÜZELYURT,4,0,0,4,Lefkosa
Lefkosa,3,1,BY,Meryem,Nazlı,GÜZELYURT,4,0,0,4,Lefkosa
Lefkosa,1,1,BY,Zekiye,Şentürkler,İSKELE,4,1,0,5,Lefkosa
Lefkosa,2,1,BY,Hakan,Tanıttıran,İSKELE,4,1,0,5,Lefkosa
Lefkosa,3,1,BY,Nermin,Sontaş,İSKELE,4,0,0,4,Lefkosa
Lefkosa,4,1,BY,Memet,Kılıç,İSKELE,4,0,0,4,Lefkosa
Lefkosa,5,1,BY,Bülent,Kurt,İSKELE,4,0,0,4,Lefkosa
Lefkosa,1,1,BY,Feray,Yalçuk,LEFKE,4,2,0,6,Lefkosa
Lefkosa,2,1,BY,Hüseyin,Tezbaşar,LEFKE,4,0,0,4,Lefkosa
Lefkosa,1,1,YDP,Enver,Öztürk,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,2,1,YDP,Talip,Atalay,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,3,1,YDP,Eda,Yenen,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,4,1,YDP,Subhi,Asiltürk,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,5,1,YDP,Kadir,Yel,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,6,1,YDP,Yılmaz,Kaldırım,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,7,1,YDP,Erşah Sabit,Yılmaz,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,8,1,YDP,Özen,Topçu,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,9,1,YDP,Ali,Yenen,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,10,1,YDP,Özlem Ayşe,Doğandemir,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,11,1,YDP,Mustafa,Yeşil,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,12,1,YDP,Ömer,Yayla,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,13,1,YDP,Banu,Bozlakoğlu,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,14,1,YDP,Hüseyin,Gürlek,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,15,1,YDP,Metin,Akar,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,16,1,YDP,Zeynep Sinem,Keser,LEFKOŞA,0,0,0,0,Lefkosa
Lefkosa,1,1,YDP,Erhan,Arıklı,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,2,1,YDP,Durdane,Abi Acı,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,3,1,YDP,İlter,Ömeroğlu,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,4,1,YDP,Habibe,Çetin,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,5,1,YDP,Kenan,Akın,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,6,1,YDP,Hatice,Seçkin,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,7,1,YDP,İbrahim Halil,Akçabay,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,8,1,YDP,Ali,Yakar,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,9,1,YDP,Mahmut,Hayta,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,10,1,YDP,Tamer,Karakaşlı,GAZİMAĞUSA,0,0,0,0,Lefkosa
Lefkosa,11,1,YDP,Kansu,Aksu,GAZİMAĞUSA,0,0,0,0,Lefkosa
